loan_amnt,term,int_rate,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,bc_open_to_buy,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_bc_tl,num_il_tl,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,pct_tl_nvr_dlq,pub_rec_bankruptcies,tax_liens,issue_year,issue_month,credit_history_length,loan_income_ratio,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,addr_state_AL,addr_state_AR,addr_state_AZ,addr_state_CA,addr_state_CO,addr_state_CT,addr_state_DC,addr_state_DE,addr_state_FL,addr_state_GA,addr_state_HI,addr_state_IA,addr_state_ID,addr_state_IL,addr_state_IN,addr_state_KS,addr_state_KY,addr_state_LA,addr_state_MA,addr_state_MD,addr_state_ME,addr_state_MI,addr_state_MN,addr_state_MO,addr_state_MS,addr_state_MT,addr_state_NC,addr_state_ND,addr_state_NE,addr_state_NH,addr_state_NJ,addr_state_NM,addr_state_NV,addr_state_NY,addr_state_OH,addr_state_OK,addr_state_OR,addr_state_PA,addr_state_RI,addr_state_SC,addr_state_SD,addr_state_TN,addr_state_TX,addr_state_UT,addr_state_VA,addr_state_VT,addr_state_WA,addr_state_WI,addr_state_WV,addr_state_WY,initial_list_status_w
9600.0,36,12.99,10.0,5.86779505946935,21900.0,1,10.03,0.0,685.0,1.0,34.05835892935498,13.0,1.0,4509.0,38.9,20.0,0.0,0.0,0.0,4509.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,11600.0,1.034591779802864,1.5465873163474055,2.191556630091129,871.0,0.0,0.0,97.0,157.0,1.0,1.0,0.0,26.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,100.0,1.0,0.0,2014,5,13.08145106091718,0.4383561643835616,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4000.0,36,6.68,2.0,4.0,83000.0,1,19.53,0.0,780.0,0.0,34.05835892935498,16.0,0.0,1564.0,17.2,25.0,0.0,0.0,0.0,196017.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,9100.0,1.034591779802864,1.5465873163474055,2.191556630091129,5514.0,0.0,0.0,139.0,72.0,12.0,10.0,2.0,12.0,6.882745001234263,0.0,1.0,8.0,14.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,4,11.58110882956879,0.04819277108433735,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6025.0,36,10.91,8.0,10.0,52000.0,1,9.16,1.0,740.0,1.0,15.0,11.0,0.0,2706.0,12.8,25.0,0.0,0.0,0.0,5559.0,0.0,1.0,0.0,0.0,29.0,2853.0,26.0,0.0,1.0,2071.0,17.0,21100.0,0.0,0.0,1.0,8447.0,0.0,0.0,122.0,150.0,13.0,13.0,0.0,13.0,4.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,2017,12,12.501026694045175,0.11586538461538462,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20000.0,36,9.49,6.0,10.0,100000.0,1,16.43,1.0,695.0,0.0,15.0,15.0,0.0,20440.0,56.3,32.0,0.0,0.0,0.0,296948.0,1.0,2.0,0.0,2.0,17.0,13255.0,44.0,1.0,5.0,6647.0,51.0,36300.0,0.0,4.0,1.0,6821.0,0.0,0.0,36.0,312.0,4.0,4.0,3.0,13.0,4.0,0.0,4.0,13.0,3.0,0.0,0.0,0.0,77.4,0.0,0.0,2016,8,26.001368925393567,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000.0,36,8.18,5.0,5.86779505946935,23000.0,1,16.34,1.0,680.0,0.0,20.0,6.0,0.0,3237.0,77.1,38.0,0.0,0.0,0.0,7252.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,4200.0,1.034591779802864,1.5465873163474055,2.191556630091129,599.0,0.0,0.0,113.0,343.0,38.0,15.0,4.0,91.0,23.0,1.0,2.0,17.0,8.0,0.0,0.0,1.0,97.4,0.0,0.0,2015,4,28.580424366872005,0.043478260869565216,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24575.0,60,14.49,13.0,5.0,120000.0,1,17.4,0.0,680.0,0.0,73.0,14.0,0.0,18320.0,80.0,21.0,0.0,0.0,0.0,54296.0,0.0,4.0,3.0,3.0,11.0,35976.0,75.0,0.0,0.0,4912.0,77.0,22900.0,4.0,0.0,6.0,3649.0,0.0,0.0,69.0,114.0,32.0,11.0,0.0,33.0,11.0,1.0,5.0,5.0,6.0,0.0,0.0,0.0,95.2,0.0,0.0,2016,8,9.49760438056126,0.20479166666666668,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7000.0,36,6.99,1.0,5.0,41000.0,1,16.54,0.0,755.0,0.0,34.05835892935498,13.0,0.0,6140.0,15.4,22.0,0.0,0.0,0.0,23503.0,1.0,2.0,1.0,1.0,11.0,17363.0,75.0,3.0,4.0,4742.0,37.0,39800.0,0.0,0.0,0.0,22565.0,0.0,0.0,127.0,124.0,3.0,3.0,0.0,3.0,17.0,0.0,3.0,7.0,6.0,0.0,0.0,0.0,100.0,0.0,0.0,2016,10,10.587268993839835,0.17073170731707318,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000.0,36,7.07,1.0,8.0,50000.0,1,22.19,0.0,775.0,0.0,34.05835892935498,7.0,0.0,5180.0,20.3,9.0,0.0,0.0,0.0,113126.0,0.0,2.0,0.0,1.0,17.0,11121.0,31.0,0.0,1.0,3286.0,26.0,25500.0,0.0,0.0,0.0,20320.0,0.0,0.0,61.0,142.0,22.0,17.0,1.0,22.0,6.882745001234263,0.0,4.0,4.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,2017,7,11.83025325119781,0.32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10000.0,36,14.31,13.0,7.0,78000.0,1,22.95,0.0,670.0,0.0,34.05835892935498,16.0,0.0,48407.0,83.9,32.0,0.0,0.0,0.0,277258.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,57700.0,1.034591779802864,1.5465873163474055,2.191556630091129,9024.0,0.0,0.0,57.0,91.0,1.0,1.0,2.0,11.0,9.0,0.0,8.0,12.0,11.0,0.0,0.0,0.0,100.0,0.0,0.0,2015,1,11.838466803559205,0.1282051282051282,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16000.0,60,10.99,7.0,2.0,73000.0,1,18.71,0.0,805.0,1.0,34.05835892935498,12.0,0.0,4190.0,5.8,35.0,0.0,0.0,0.0,221434.0,1.0102287520922448,2.7652966338106753,0.7217779430909429,1.6406918355960574,20.078214421976345,32953.7478147666,70.87114065180103,1.4087781290682537,2.9882834294216107,5122.7859401153055,57.897712479077555,71900.0,1.034591779802864,1.5465873163474055,2.191556630091129,50993.0,0.0,0.0,105.0,168.0,21.0,2.0,5.0,21.0,1.0,0.0,2.0,12.0,9.0,0.0,0.0,0.0,100.0,0.0,0.0,2014,9,13.998631074606434,0.2191780821917808,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
